addressRegion,latitude,longitude,price,property-beds,property-baths,property-sqft,Acreage,Basement,Bath,Exterior,Exterior Features,Features,Fireplace,Heating,Partial Bathroom,Property Type,Roof,Sewer,Square Footage,Subdivision,Type,Parking,Flooring,Parking Features,Fireplace Features,MLS,has_fireplace,has_garage,dist_to_toronto_km,region_median_price
3,46.4484634,-64.6898346,409000.0,3.0,1.0,1160.0,0.54,250,0.0,2152,2152,2378,281,1092,0.0,8,112,105,1160.0,1115,8,2159,1228,2159,494,NB112059,1,0,1192.8853631978686,240000.0
3,46.0667,-64.763382,479900.0,4.0,4.0,1756.0,0.08,382,1.0,2152,2152,1632,281,1080,1.0,8,112,76,1756.0,1115,8,1417,1097,1417,494,NB111976,1,1,1180.9720799313484,240000.0
5,44.237296,-64.414835,849000.0,3.0,2.0,2086.0,3.31,371,1.0,2182,2182,2378,155,1573,1.0,8,112,105,2086.0,1115,8,2159,993,2159,494,202502360,1,0,1199.0706194704178,315000.0
7,45.2595148,-75.9310084,759900.0,3.0,2.0,,0.6,275,1.0,1561,1561,1632,155,1023,1.0,8,112,95,1415.0,1115,8,1417,1576,1417,494,X11958086,1,1,325.25053347939667,775000.0
7,45.283247,-75.7055846,649000.0,3.0,3.0,,0.6,302,2.0,1551,1551,1692,155,1023,2.0,8,112,95,1415.0,1115,8,1477,1576,1477,494,X11958074,1,1,341.80851111969065,775000.0
7,45.4487583,-75.6835478,3750000.0,5.0,6.0,,0.6,266,1.0,1561,1561,1638,155,1454,1.0,8,112,95,1415.0,1115,8,1423,1576,1423,494,X11958072,1,1,352.74254727124196,775000.0
7,45.4378841,-75.6717353,435000.0,1.0,1.0,,0.6,382,1.0,1622,1622,2375,281,1023,1.0,1,112,120,1415.0,1115,1,2156,1576,2156,494,X11958061,1,0,352.8831791550358,775000.0
7,45.1094856,-76.3771515,175000.0,3.0,0.0,,0.6,382,1.0,2226,2226,2378,281,328,1.0,10,112,120,1415.0,1115,10,2159,1576,2159,494,X11958053,1,0,286.7221080628534,775000.0
7,45.4101916,-75.6912163,850000.0,2.0,2.0,,0.6,382,1.0,1659,1659,2375,281,1179,1.0,1,112,120,1415.0,1115,1,2156,1576,2156,494,X11958009,1,0,349.9703902854449,775000.0
7,45.2201462,-74.6823654,2375000.0,3.0,2.0,,0.6,382,1.0,2135,2135,1814,281,1573,1.0,0,112,120,1415.0,1115,0,1599,1576,1599,494,X11958043,1,1,410.7124379532272,775000.0
5,45.6067085,-61.082531,27900.0,3.0,0.0,,0.46,382,1.0,2226,2226,2213,281,328,1.0,10,112,76,1415.0,1115,10,1997,1576,1997,494,202502358,1,0,1461.0690072713855,315000.0
5,44.6596107,-63.4581985,139900.0,3.0,0.0,,0.97,382,1.0,2226,2226,2378,281,328,1.0,10,112,80,1415.0,1115,10,2159,1576,2159,494,202427362,1,0,1273.6870601223618,315000.0
7,45.4246365,-75.5163252,789000.0,4.0,3.0,,0.6,271,1.0,1561,1561,2099,155,1023,1.0,8,112,95,1415.0,1115,8,1883,1109,1883,494,X11957892,1,1,362.4911281869764,775000.0
3,44.8998833,-66.9277039,31500.0,0.0,0.0,,2.7,382,1.0,2226,2226,2378,281,328,1.0,10,112,80,1415.0,1115,10,2159,1576,2159,494,NB103690,1,0,1000.4720973333137,240000.0
5,44.233373,-64.4469,499000.0,2.0,1.0,1143.0,1.35,382,0.0,2182,2182,2264,155,1573,0.0,8,112,105,1143.0,1115,8,2048,1461,2048,494,202502357,1,0,1196.536381118921,315000.0
5,45.50848,-62.695265,279000.0,2.0,1.0,1781.0,0.8,367,0.0,2152,2152,2116,281,1573,0.0,8,112,105,1781.0,1115,8,1900,1219,1900,494,202502356,1,0,1335.175602172958,315000.0
5,44.676237,-63.5360103,589900.0,4.0,2.0,2258.0,0.13,266,0.0,2152,2152,2177,155,1573,0.0,8,112,76,2258.0,1115,8,1961,1483,1961,494,202502353,1,0,1267.5102549092176,315000.0
5,44.8383598,-65.2835083,85000.0,3.0,0.0,,1.57,382,1.0,2226,2226,2116,281,328,1.0,10,112,80,1415.0,1115,10,1900,1576,1900,494,202502355,1,0,1129.653635049584,315000.0
3,46.6586227,-64.7389526,310000.0,4.0,2.0,1040.0,4.0,382,0.0,1590,1590,1814,281,1133,0.0,8,112,105,1040.0,1115,8,1599,1107,1599,494,NB112029,1,1,1193.2842868126509,240000.0
3,46.1505024,-64.788775,300000.0,1.0,1.0,840.0,0.6,382,0.0,1560,1560,2375,281,1080,0.0,1,112,76,840.0,1115,1,2156,1003,2156,494,NB112159,1,0,1180.3046093654525,240000.0
3,46.0944061,-64.7308044,334900.0,3.0,2.0,743.0,0.08,382,1.0,2152,2152,2378,281,1244,1.0,8,112,120,743.0,1115,8,2159,1292,2159,494,NB112094,1,0,1183.873049104727,240000.0
3,46.1468461,-64.7878178,205000.0,3.0,2.0,1372.0,0.6,382,1.0,2152,2152,2378,281,632,1.0,8,112,120,1372.0,1115,8,2159,1292,2159,494,NB112176,1,0,1180.3205353299609,240000.0
7,45.0220803,-75.6510848,549900.0,3.0,2.0,,0.6,270,1.0,1498,1498,1638,281,1023,1.0,8,112,95,1415.0,1115,8,1423,1576,1423,494,X11957973,1,1,332.272194489944,775000.0
5,45.6394502,-60.6528935,180000.0,3.0,0.0,,78.4,382,1.0,2226,2226,2116,281,328,1.0,10,112,80,1415.0,1115,10,1900,1576,1900,494,202502352,1,0,1494.5732453085552,315000.0
4,51.520107,-56.836685,219500.0,3.0,2.0,2796.0,0.6,382,1.0,2135,2135,1592,281,632,1.0,8,112,76,2796.0,1115,8,1377,1109,1377,494,1281506,1,1,1891.1542009888062,199900.0
7,44.2436144,-76.6098783,449900.0,4.0,3.0,,0.6,271,1.0,1551,1551,1692,281,1023,1.0,8,112,95,1415.0,1115,8,1477,1576,1477,494,X11957905,1,1,231.30356731911974,775000.0
7,44.2697279,-76.617399,1089900.0,4.0,3.0,,0.6,325,1.0,2098,2098,1632,281,1023,1.0,8,112,95,1415.0,1115,8,1417,1576,1417,494,X11957839,1,1,231.45308753488177,775000.0
7,44.2697091,-76.6176314,875550.0,4.0,3.0,,0.6,367,1.0,1551,1551,1632,281,1023,1.0,8,112,95,1415.0,1115,8,1417,1576,1417,494,X11957824,1,1,231.43466866800173,775000.0
7,44.2697185,-76.6175152,859900.0,4.0,3.0,,0.6,367,1.0,1551,1551,1632,281,1023,1.0,8,112,95,1415.0,1115,8,1417,1576,1417,494,X11957815,1,1,231.44387809712487,775000.0
3,45.2729085,-66.0662402,669500.0,2.0,2.0,1675.0,0.6,382,0.0,2194,2194,2378,281,1454,0.0,1,112,76,1675.0,1115,1,2159,854,2159,494,NB112203,1,0,1070.8194735161828,240000.0
7,44.1270599,-77.2595215,2150000.0,5.0,3.0,,0.6,252,1.0,2135,2135,2099,281,1058,1.0,8,112,105,1415.0,1115,8,1883,1576,1883,494,X11957798,1,1,177.90799765899476,775000.0
7,45.5035168,-76.1179075,739900.0,4.0,2.0,,0.6,368,1.0,1565,1565,1632,155,1058,1.0,8,112,105,1415.0,1115,8,1417,1576,1417,494,X11957917,1,1,328.18719042055136,775000.0
7,45.2501907,-75.6946869,799900.0,4.0,2.0,,0.6,326,1.0,2194,2194,1692,155,1023,1.0,8,112,105,1415.0,1115,8,1477,1168,1477,451,X11957898,1,1,340.74813759376894,775000.0
7,45.2944477,-75.8516014,750000.0,3.0,3.0,,0.6,271,1.0,1561,1561,1692,155,1023,1.0,8,112,95,1415.0,1115,8,1477,981,1477,494,X11957906,1,1,332.5768636154682,775000.0
7,45.3134105,-75.6939005,1499900.0,3.0,3.0,,0.6,270,1.0,2123,2123,1692,155,1023,1.0,8,112,105,1415.0,1115,8,1477,1576,1477,494,X11957907,1,1,344.27235508156474,775000.0
7,45.3452819,-75.6940598,899900.0,2.0,2.0,,0.6,382,1.0,1561,1561,2375,281,1179,1.0,1,112,120,1415.0,1115,1,2156,1576,2156,494,X11957874,1,0,346.0521094281911,775000.0
7,44.5997175,-75.6753733,499000.0,3.0,2.0,,0.6,250,1.0,2135,2135,1692,281,1023,1.0,8,112,95,1415.0,1115,8,1477,1576,1477,494,X11957860,1,1,313.5212533015437,775000.0
7,45.2480751,-75.753334,899900.0,4.0,3.0,,0.6,302,1.0,1551,1551,1632,155,996,1.0,8,112,95,1415.0,1115,8,1417,1576,1417,494,X11957813,1,1,336.6281120209521,775000.0
7,45.1153237,-75.0429598,129900.0,3.0,0.0,,0.6,382,1.0,2226,2226,2378,281,328,1.0,10,112,120,1415.0,1115,10,2159,1576,2159,494,X11957856,1,0,380.1352525576956,775000.0
7,45.5552902,-75.2657013,924900.0,5.0,4.0,,0.6,302,1.0,2218,2218,1632,155,1023,1.0,8,112,95,1415.0,1115,8,1417,1576,1417,494,X11957794,1,1,386.7053628526213,775000.0
7,45.4410107,-75.6753477,849900.0,4.0,2.0,,0.6,368,1.0,2135,2135,2378,281,1023,1.0,7,112,95,1415.0,1115,7,2159,1576,2159,494,X11957786,1,0,352.8277413761758,775000.0
3,46.101573,-64.8391449,539000.0,4.0,3.0,2529.0,0.19,382,1.0,2152,2152,2378,155,803,1.0,8,112,76,2529.0,1115,8,2159,1576,2159,417,NB112241,1,0,1175.704807772472,240000.0
3,46.4589729,-64.694252,399900.0,2.0,2.0,1493.0,0.89,325,1.0,1547,1547,2378,281,1145,1.0,8,112,105,1493.0,1115,8,2159,1003,2159,494,NB111567,1,0,1192.7454723855396,240000.0
3,47.3992996,-68.3402023,289000.0,2.0,2.0,588.0,0.12,382,1.0,2105,2105,2378,281,929,1.0,8,112,76,588.0,1115,8,2159,849,2159,494,NB112209,1,0,953.2343458738193,240000.0
3,47.3199844,-65.013504,239000.0,5.0,2.0,1355.0,1.5,382,0.0,2152,2152,1814,281,1080,0.0,8,112,105,1355.0,1115,8,1599,1138,1599,494,NB112247,1,1,1188.9881932094934,240000.0
8,46.3112869,-62.9436455,40000.0,3.0,0.0,,0.47,382,1.0,2226,2226,2177,281,328,1.0,10,112,80,1415.0,1115,10,1961,1576,1961,494,202502344,1,0,1323.348273815272,299600.0
5,46.8764743,-60.522993,189000.0,3.0,0.0,,72.5,382,1.0,2226,2226,2378,281,328,1.0,10,112,80,1415.0,1115,10,2159,1576,2159,494,202502347,1,0,1514.3595866263718,315000.0
8,46.2182054,-63.4538116,664900.0,3.0,2.0,2423.0,0.6,382,0.0,2174,2174,1633,281,1447,0.0,8,112,105,2423.0,1115,8,1418,1292,1418,494,202502346,1,1,1283.1825240560229,299600.0
7,45.49439,-75.311838,695000.0,3.0,3.0,,0.6,317,1.0,2135,2135,1692,155,1023,1.0,8,112,105,1415.0,1115,8,1477,1576,1477,494,X11957739,1,1,380.1724742285871,775000.0
7,44.4799181,-77.3097549,437000.0,3.0,2.0,1987.0,0.6,367,1.0,2135,2135,1692,281,1023,1.0,8,112,76,1987.0,1591,8,1477,1576,1477,494,40694899,1,1,188.11226596497048,775000.0
3,45.300605,-65.9842209,415000.0,5.0,3.0,1092.0,0.16,302,0.0,2152,2152,1692,281,822,0.0,8,112,76,1092.0,1115,8,1477,1534,1477,494,NB112230,1,1,1077.466892791163,240000.0
3,47.7067223,-64.6973419,99000.0,4.0,1.0,1081.0,0.14,382,0.0,1130,1130,1418,281,164,0.0,8,112,45,1081.0,1115,8,2159,1576,2159,494,NB112245,1,0,1223.1907715559607,240000.0
7,44.6793633,-76.0955963,84900.0,3.0,0.0,,0.6,382,1.0,2226,2226,2378,281,328,1.0,10,112,120,1415.0,1115,10,2159,1576,2159,494,X11957751,1,0,285.0544147163869,775000.0
7,44.2613984,-76.4929764,269900.0,1.0,1.0,,0.6,382,1.0,1131,1131,1419,155,297,1.0,8,112,38,1415.0,1115,8,2159,1576,2159,494,X11957726,1,0,240.8155805825372,775000.0
4,48.372639,-58.37262,125000.0,1.0,1.0,575.0,0.6,382,0.0,2225,2225,2378,281,1572,0.0,8,112,115,575.0,1115,8,2159,1292,2159,494,1279228,1,0,1697.9386414990427,199900.0
7,44.6067044,-75.7003674,434900.0,2.0,2.0,,0.6,382,1.0,1561,1561,2354,281,1454,1.0,1,112,120,1415.0,1115,1,2135,1576,2135,494,X11955744,1,0,311.8661360769106,775000.0
7,44.1662855,-77.3908965,389900.0,3.0,1.0,,0.6,325,1.0,2135,2135,1858,281,1023,1.0,8,112,95,1415.0,1115,8,1643,1576,1643,494,X11957610,1,1,169.02603639090552,775000.0
3,46.6474672,-64.873842,354900.0,2.0,2.0,1644.0,0.33,250,0.0,2152,2152,2099,281,1244,0.0,8,112,76,1644.0,1115,8,1883,1165,1883,494,NB112141,1,1,1182.9379518123055,240000.0
3,46.7798195,-65.0384369,69900.0,0.0,0.0,,3.2,382,1.0,2226,2226,2378,281,328,1.0,10,112,80,1415.0,1115,10,2159,1576,2159,494,NB111855,1,0,1173.5079767575746,240000.0
3,46.0516968,-66.5807648,619900.0,3.0,2.0,1750.0,1.28,382,0.0,2152,2152,2378,281,1080,0.0,8,112,105,1750.0,1115,8,2159,1576,2159,494,NB112216,1,0,1042.1240723461585,240000.0
5,44.8791656,-62.4221191,115000.0,3.0,0.0,,8.2,382,1.0,2226,2226,2202,281,328,1.0,10,112,80,1415.0,1115,10,1986,1576,1986,494,202502339,1,0,1355.208647763025,315000.0
5,45.5734596,-62.6621323,449000.0,3.0,0.0,,0.34,306,1.0,2152,2152,2116,281,1573,1.0,7,112,76,1415.0,1115,7,1900,1292,1900,494,202502340,1,0,1338.1103795586362,315000.0
8,46.2323875,-62.5552139,239000.0,3.0,0.0,,12.6,382,1.0,2226,2226,2177,281,328,1.0,10,112,80,1415.0,1115,10,1961,1576,1961,494,202502343,1,0,1352.0549582133694,299600.0
3,45.7165375,-65.4630432,393500.0,3.0,2.0,1578.0,0.14,382,0.0,2145,2145,1632,281,632,0.0,8,112,76,1578.0,1115,8,1417,1289,1417,494,NB111643,1,1,1122.4356321249495,240000.0
3,45.9286104,-66.640333,349900.0,4.0,2.0,1056.0,0.19,382,0.0,2152,2152,2378,281,1095,0.0,8,112,76,1056.0,1115,8,2159,1576,2159,494,NB112233,1,0,1035.304865778262,240000.0
3,44.9798737,-66.9968414,299900.0,1.0,1.0,840.0,11.29,382,0.0,2152,2152,1814,281,1080,0.0,8,112,105,840.0,1115,8,1599,1292,1599,494,NB112114,1,1,995.5911674498082,240000.0
3,47.5232564,-65.2941361,59900.0,0.0,0.0,,46.95,382,1.0,2226,2226,2378,281,328,1.0,10,112,105,1415.0,1115,10,2159,1576,2159,494,NB112111,1,0,1174.5694525190263,240000.0
7,45.3977733,-75.75464,1399900.0,5.0,4.0,,0.6,270,1.0,2094,2094,2378,155,1023,1.0,8,112,95,1415.0,1115,8,2159,1576,2159,494,X11957637,1,0,345.0328889136002,775000.0
7,45.286211,-75.243829,639900.0,3.0,2.0,,0.6,271,1.0,1502,1502,1858,155,1280,1.0,8,112,105,1415.0,1115,8,1643,1003,1643,494,X11957581,1,1,373.81472350542504,775000.0
7,45.42873,-76.364264,499900.0,4.0,2.0,,0.6,326,1.0,1498,1498,2167,281,1023,1.0,8,112,95,1415.0,1115,8,1951,1516,1951,494,X11957539,1,1,307.84118173795474,775000.0
7,44.9390907,-75.2438278,499999.0,3.0,0.0,,0.6,382,1.0,2226,2226,2378,281,328,1.0,10,112,120,1415.0,1115,10,2159,1576,2159,494,X11957567,1,0,358.146638959265,775000.0
7,45.3197945,-75.712547,1449900.0,4.0,4.0,,0.6,271,1.0,1561,1561,1692,155,1023,1.0,8,112,95,1415.0,1115,8,1477,1576,1477,494,X11957552,1,1,343.36958307373027,775000.0
7,45.2736481,-75.684023,564900.0,2.0,2.0,,0.6,382,1.0,1547,1547,1692,281,1023,1.0,2,112,120,1415.0,1115,2,1477,1576,1477,494,X11957536,1,1,342.750151736731,775000.0
7,45.3256378,-76.8949203,135000.0,3.0,0.0,,0.6,382,1.0,2226,2226,2378,281,328,1.0,10,112,120,1415.0,1115,10,2159,1576,2159,494,X11957588,1,0,268.5462807367661,775000.0
7,44.269577,-76.6195984,1074900.0,4.0,3.0,,0.6,325,1.0,2098,2098,1692,281,1023,1.0,8,112,95,1415.0,1115,8,1477,1576,1477,494,X11957672,1,1,231.27954916397553,775000.0
7,44.4334112,-75.8828148,1399000.0,4.0,3.0,,0.6,266,1.0,2135,2135,1692,155,1068,1.0,8,112,105,1415.0,1115,8,1477,1576,1477,494,X11957554,1,1,292.5790808868509,775000.0
5,44.6390991,-63.5733376,899000.0,4.0,3.0,2428.0,0.08,367,1.0,2176,2176,2378,281,1573,1.0,8,112,76,2428.0,1115,8,2159,963,2159,494,202502336,1,0,1264.6123883425876,315000.0
5,45.854247,-63.679525,599000.0,4.0,2.0,2374.0,0.34,382,1.0,2152,2152,2116,281,1573,1.0,8,112,105,2374.0,1115,8,1900,1061,1900,494,202502335,1,0,1261.5712034249543,315000.0
7,44.1106339,-77.0855942,769900.0,4.0,3.0,,0.6,271,1.0,2098,2098,1692,281,1058,1.0,8,112,120,1415.0,1115,8,1477,1576,1477,494,X11957466,1,1,190.94941915320672,775000.0
3,47.1722641,-65.2322845,25000.0,0.0,0.0,,2.0,382,1.0,2226,2226,2378,281,328,1.0,10,112,80,1415.0,1115,10,2159,1576,2159,494,NB112219,1,0,1168.9277144330626,240000.0
3,45.2135914,-67.16348,1500000.0,6.0,5.0,3072.0,1.59,382,1.0,1578,1578,1632,281,1079,1.0,8,112,105,3072.0,1115,8,1417,854,1417,494,NB111768,1,1,984.6683019038903,240000.0
5,44.7274465,-63.6716363,319900.0,2.0,1.0,950.0,0.6,382,0.0,2152,2152,2093,281,1573,0.0,1,112,76,950.0,1115,1,1877,1219,1877,494,202502337,1,1,1256.7417621821016,315000.0
5,44.6684875,-63.6188545,587500.0,3.0,2.0,1980.0,0.04,382,1.0,1558,1558,2378,281,1573,1.0,8,112,76,1980.0,1115,8,2159,952,2159,494,202502333,1,0,1260.9697929719748,315000.0
5,44.6086731,-63.6053429,549900.0,5.0,3.0,1984.0,0.08,382,1.0,2152,2152,2378,281,1573,1.0,8,112,76,1984.0,1115,8,2159,1292,2159,494,202502330,1,0,1262.1328165853,315000.0
5,45.3963737,-63.2422218,214900.0,3.0,1.0,852.0,0.6,306,0.0,2152,2152,1793,281,1573,0.0,8,112,120,852.0,1115,8,1578,1289,1578,494,202502329,1,1,1291.9768005027554,315000.0
5,45.5734596,-62.6621323,449000.0,4.0,2.0,1888.0,0.34,306,0.0,2152,2152,2116,281,1573,0.0,8,112,76,1888.0,1115,8,1900,1292,1900,494,202502338,1,0,1338.1103795586362,315000.0
7,45.0787877,-75.714678,295000.0,3.0,0.0,,0.6,382,1.0,2226,2226,2378,281,328,1.0,10,112,120,1415.0,1115,10,2159,1576,2159,494,X11957526,1,0,330.49625446119234,775000.0
7,45.5433922,-75.2944183,599900.0,3.0,1.0,,0.6,270,1.0,1262,1262,1692,155,1361,1.0,8,112,95,1415.0,1115,8,1477,1576,1477,494,X11957444,1,1,384.10714780126733,775000.0
5,46.129604,-60.182924,329999.0,3.0,2.0,1484.0,0.09,382,1.0,2152,2152,2378,281,1573,1.0,8,112,76,1484.0,1115,8,2159,1107,2159,494,202502332,1,0,1533.2040628089535,315000.0
5,44.6367111,-63.6756516,725000.0,4.0,4.0,2588.0,0.09,266,1.0,2105,2105,2099,281,1573,1.0,8,112,76,2588.0,1115,8,1883,1515,1883,494,202502331,1,1,1256.5216335795787,315000.0
8,46.2283531,-63.0874424,269000.0,2.0,1.0,818.0,0.6,382,0.0,1558,1558,2280,281,632,0.0,1,112,76,818.0,1115,1,2064,1292,2064,494,202502328,1,0,1311.3077179430102,299600.0
8,46.1597184,-62.5277552,519000.0,4.0,3.0,2620.0,0.3,328,0.0,2152,2152,1633,155,1561,0.0,8,112,105,2620.0,1115,8,1418,981,1418,493,202502327,1,1,1353.3476480163788,299600.0
5,45.100049,-63.453911,299900.0,2.0,1.0,1050.0,0.31,367,0.0,2152,2152,2116,281,1573,0.0,8,112,105,1050.0,1115,8,1900,1292,1900,494,202502326,1,0,1274.262927078548,315000.0
3,46.0551682,-64.8175507,234900.0,3.0,2.0,1108.0,0.6,382,1.0,2152,2152,2378,281,632,1.0,1,112,76,1108.0,1115,1,2159,1292,2159,494,NB111554,1,0,1176.659570897627,240000.0
3,47.7471466,-65.0790253,25000.0,0.0,0.0,,0.7,382,1.0,2226,2226,2378,281,328,1.0,10,112,80,1415.0,1115,10,2159,1576,2159,494,NB112231,1,0,1197.0631270190502,240000.0
8,46.2798691,-63.184906,749000.0,5.0,3.0,2693.0,0.6,270,0.0,2152,2152,1675,281,632,0.0,8,112,76,2693.0,1115,8,1460,1219,1460,494,202502325,1,1,1304.5296373763151,299600.0
7,44.7598294,-75.4352178,199000.0,2.0,1.0,,0.6,382,1.0,2226,2226,2378,155,1058,1.0,8,112,105,1415.0,1115,8,2159,1576,2159,494,X11957300,1,0,337.1203613463535,775000.0
7,45.4603882,-75.6158142,875000.0,3.0,0.0,,0.6,382,1.0,2226,2226,2378,281,328,1.0,10,112,95,1415.0,1115,10,2159,1576,2159,494,X11957291,1,0,357.90914572729696,775000.0
7,45.3951912,-75.6757431,1700000.0,3.0,3.0,,0.6,270,1.0,2123,2123,2378,155,1023,1.0,8,112,95,1415.0,1115,8,2159,1576,2159,494,X11951220,1,0,350.1316623872921,775000.0
5,44.5135019,-63.6414453,374900.0,2.0,2.0,1072.0,0.37,382,1.0,2152,2152,2116,281,1573,1.0,8,112,105,1072.0,1115,8,1900,1061,1900,494,202502324,1,0,1259.492876908188,315000.0
7,44.1821152,-77.3480929,749900.0,5.0,4.0,,0.6,228,1.0,1561,1561,1692,281,1023,1.0,8,112,95,1415.0,1115,8,1477,1576,1477,494,X11957416,1,1,172.8082541635416,775000.0
3,45.8925477,-64.6294011,389900.0,2.0,2.0,1467.0,2.14,382,1.0,2152,2152,1814,281,1244,1.0,8,112,105,1467.0,1115,8,1599,1292,1599,494,NB111153,1,1,1188.863246649105,240000.0
3,45.6016693,-64.9329834,74900.0,0.0,0.0,,1.23,382,1.0,2226,2226,2378,281,328,1.0,10,112,80,1415.0,1115,10,2159,1576,2159,494,NB111980,1,0,1162.0924689880114,240000.0
3,45.3176918,-66.0064697,239900.0,2.0,2.0,651.0,0.03,382,0.0,2152,2152,2378,281,632,0.0,8,112,76,651.0,1115,8,2159,1208,2159,494,NB112199,1,0,1075.8921590580287,240000.0
3,45.5359001,-65.5803604,59900.0,0.0,0.0,,109.0,382,1.0,2226,2226,2378,281,328,1.0,10,112,80,1415.0,1115,10,2159,1576,2159,494,NB112234,1,0,1111.230958944395,240000.0
7,45.8789037,-77.2420533,499900.0,4.0,3.0,,0.6,270,1.0,1561,1561,1692,155,1023,1.0,8,112,105,1415.0,1115,8,1477,1576,1477,494,X11957196,1,1,296.1178416284665,775000.0
7,44.2904371,-77.0928143,210000.0,3.0,0.0,,0.6,382,1.0,2226,2226,2378,281,328,1.0,10,112,120,1415.0,1115,10,2159,1576,2159,494,X11957273,1,0,195.88076098019704,775000.0
8,46.2000312,-63.4655063,405000.0,3.0,2.0,1200.0,0.28,306,0.0,2152,2152,2213,155,625,0.0,8,112,119,1200.0,1115,8,1997,1269,1997,494,202502316,1,0,1282.049338720991,299600.0
7,45.2766809,-74.6158774,212000.0,4.0,1.0,,0.6,382,1.0,2135,2135,2378,155,632,1.0,8,112,105,1415.0,1115,8,2159,1576,2159,494,X11957214,1,0,417.95140548065746,775000.0
5,44.6624463,-63.8143108,1799900.0,4.0,4.0,4930.0,1.21,266,1.0,2152,2152,1632,155,1573,1.0,8,112,105,4930.0,1115,8,1417,1411,1417,494,202502322,1,1,1245.5202332019044,315000.0
7,45.2823185,-75.9246613,936000.0,4.0,4.0,,0.6,367,1.0,2125,2125,1692,155,1023,1.0,8,112,95,1415.0,1115,8,1477,1576,1477,494,X11957266,1,1,326.98743942371067,775000.0
7,45.516373,-74.654387,574900.0,4.0,3.0,,0.6,280,1.0,1492,1492,2378,281,1023,1.0,8,112,95,1415.0,1115,8,2159,1576,2159,494,X11957197,1,0,426.42448911477004,775000.0
5,46.119793,-60.20628,380000.0,3.0,2.0,1560.0,0.16,367,1.0,2152,2152,1808,155,1573,1.0,8,112,76,1560.0,1115,8,1593,1040,1593,494,202502323,1,1,1531.3459439771423,315000.0
5,45.691417,-64.444588,279900.0,3.0,3.0,1365.0,0.87,371,1.0,2176,2176,1814,281,1573,1.0,8,112,76,1365.0,1115,8,1599,1105,1599,494,202502319,1,1,1200.8166775738007,315000.0
7,44.2386336,-76.5293391,299900.0,2.0,1.0,,0.6,382,1.0,1498,1498,2378,281,632,1.0,1,112,120,1415.0,1115,1,2159,1538,2159,494,X11957286,1,0,237.39874288101274,775000.0
7,44.2277936,-76.4813985,864900.0,2.0,2.0,,0.6,382,1.0,1561,1561,2354,281,1023,1.0,1,112,120,1415.0,1115,1,2135,1576,2135,494,X11957237,1,0,240.83677302646882,775000.0
7,44.3434067,-76.8930893,349900.0,3.0,0.0,,0.6,382,1.0,2226,2226,2378,281,328,1.0,10,112,120,1415.0,1115,10,2159,1576,2159,494,X11957205,1,0,212.8207617312882,775000.0
5,44.5547714,-64.2294617,499900.0,4.0,3.0,2069.0,0.38,117,1.0,1151,1151,633,281,328,1.0,8,112,45,2069.0,1115,8,543,618,543,494,202502317,1,1,1212.803612134353,315000.0
3,45.6016693,-64.9329834,69900.0,0.0,0.0,,1.0,382,1.0,2226,2226,2378,281,328,1.0,10,112,80,1415.0,1115,10,2159,1576,2159,494,NB111978,1,0,1162.0924689880114,240000.0
3,47.6826096,-65.4647064,129900.0,5.0,1.0,922.0,1.03,382,0.0,1904,1904,2378,281,1084,0.0,8,112,120,922.0,1115,8,2159,1201,2159,494,NB112167,1,0,1167.3705205467809,240000.0
8,46.4353371,-63.2824097,1080000.0,3.0,2.0,2200.0,2.66,306,0.0,2152,2152,1816,155,1444,0.0,8,112,105,2200.0,1115,8,1601,1506,1601,494,202502321,1,1,1299.2949492135567,299600.0
8,46.8107573,-64.0675724,349000.0,3.0,2.0,1414.0,0.6,382,0.0,2152,2152,2281,155,1394,0.0,8,112,76,1414.0,1115,8,2065,1289,2065,494,202502315,1,0,1246.689097827514,299600.0
3,46.0506147,-64.8084362,325000.0,3.0,2.0,900.0,0.17,382,1.0,2152,2152,1814,281,1088,1.0,8,112,76,900.0,1115,8,1599,822,1599,494,NB112034,1,1,1177.2898409622867,240000.0
7,45.4022959,-75.7431705,1469000.0,5.0,4.0,,0.6,302,1.0,2108,2108,1632,155,1023,1.0,8,112,95,1415.0,1115,8,1417,1576,1417,494,X11957189,1,1,346.0589064003668,775000.0
3,45.8904953,-66.5668335,124900.0,2.0,1.0,728.0,0.6,382,0.0,2174,2174,2378,281,929,0.0,8,112,120,728.0,1115,8,2159,1292,2159,494,NB109751,1,0,1040.2492444409995,240000.0
3,46.2345161,-64.5135956,289000.0,2.0,1.0,896.0,0.23,382,0.0,2174,2174,2378,281,632,0.0,8,112,76,896.0,1115,8,2159,1576,2159,494,NB112046,1,0,1202.5944459697505,240000.0
3,46.1421661,-64.8907647,1399900.0,6.0,4.0,4699.0,2.15,270,0.0,2091,2091,1692,155,1547,0.0,8,112,105,4699.0,1115,8,1477,1442,1477,417,NB112138,1,1,1172.3953841490088,240000.0
3,46.5062828,-66.2399292,49900.0,0.0,0.0,,15.5,382,1.0,2226,2226,2378,281,328,1.0,10,112,80,1415.0,1115,10,2159,1576,2159,494,NB112228,1,0,1077.4849552770277,240000.0
5,44.8218135,-63.5851003,199900.0,3.0,0.0,,2.08,382,1.0,2226,2226,2213,281,328,1.0,10,112,120,1415.0,1115,10,1997,1576,1997,494,202502313,1,0,1263.5502679386025,315000.0
